Dates,Tweets
2022-12-24,"Orhan Pamuk, salah satu sastrawan post-mo berkebangsaan Turki. Banyak novelnya bergenre cerita masyarakat urban. Yang sudah Mimin khatamkan yang berjudul ""My Name is Red"". Keren banget..
.
.
 
#sastra #orhanpamuk #nobel #novel #bookatvillage #quotes #DailyQuotes #kalamhikmah https://t.co/3iUXVFpg9X"
2022-12-24,"My name is Red Capy. Yes, it is like Red carpet. All of my body and also my dressing were red!!. You know, red is my favorite color because i am red! Lol. You have to wear red in this Festival and be cool like me. So festive as Red Capy do.  #CapyHolidays https://t.co/oZ43EEdFCp"
2022-12-23,@shahriyar_shams دقیقا همینطوره این کوچکترین کاریه که ما میتونیم انجام بدیم پس ناامید نشیم و دریغ نکنیم
2022-12-23,"@SuiNetwork My name is Red Cappy and am allways happy, now i am surprised as i hear Sui mainnet coming soon. Wish you all a happy hollidays!
#CapyHolidays!☃️
@SuiNetwork https://t.co/GijwHzejzT"
2022-12-23,"My name is Red Hood, yo https://t.co/iFHHiGcGVo"
2022-12-22,@AparnaHKhare47 I am enjoying it. So much to learn in this one and yet so engrossing the story is. Takes me back to ‘My Name is Red’
2022-12-22,"Book of the Day ~ My Name Is Red by @_orhanpamuk 
#book #fiction #Turkiye #read #WritingCommunity #BookBoost #authors #BookLover #goodreads #writerslift #share #books https://t.co/20crkIhIep"
2022-12-22,@Millions My name is red
2022-12-21,"Hello, my name is Red. I hate being here while eating but my stupid owner posted me up!#CapyHolidays https://t.co/M3EhfIEvDB"
2022-12-21,@Maaikees My Name Is Red by Orhan Pamuk. The novel took me into Istanbul several centuries ago and how it reacted to a new idea. I got a lot from it https://t.co/MbpLK50AES
2022-12-21,"@omgthatwitch but my problem is that i would forget the character names and all. then i would have to start from beginning which i hate because I would remember the story. 
earlier i had to dnf my name is red because of this. when i got back, i had no idea abt the character names."
2022-12-20,"...""dejó de tomar café y, naturalmente, su cerebro dejó de funcionar.""

(My Name is Red, O. Pamuk) https://t.co/rS6pohVEAZ"
2022-12-20,"@KANTOFlGHTER He'll be direct about it, mostly. Red reveals the second page to him.

🖊 | My name is Red. What's yours? |"
2022-12-20,"@shaunduke @PrinceJvstin Audio: Christopher Ruocchio's ASHES OF MAN (Narr Samuel Roukin)
Dead tree: Holley Bishop's ROBBING THE BEES
Ebook: Orhan Pamuk's MY NAME IS RED (Tr Erdağ M Gökar)
Short stories: Ha Seong-Nan's FLOWERS OF MOLD (Tr Janet Hong)"
2022-12-20,"@Aflorezdeandrad Pues hay que leer Bilge Karasu, ""A Long Day's Evening"", de Pamuk ""My Name Is Red"" es el unico que tolero y es muy bueno, Oguz Atay es el novelista posmoderno mas espectacular pero no hay casi nada traducido, y los poemas de Edip Cansever."
2022-12-20,"@TheTLS ...or Orhan Pamuk (the MY NAME IS RED feast).
But the tone was surprisingly flat, more loyal to the dead-pan thriller than the intensity of the age he is writing about.  I couldn’t understand why, given Wilson-Lee’s evident poetic panache.  There are exquisite sentences,"
2022-12-20,@ProZD hello my name is red :)
2022-12-20,"My Name Is Red (Vintage International) TJLWYBB

https://t.co/BONGo2CQtS https://t.co/36itHGesSo"
2022-12-20,@FarwaWaheed4 My name is red
2022-12-19,@sunn_96 دقیقا منم همین سوال برام پیش اومده بود
2022-12-19,@FortniteNwsHub I do my name is red boy vr yt
2022-12-19,"@bindudhillon111 A Promised Land  by Barack Obama 
And 
My name is Red by Orhan Pamuk"
2022-12-19,"@IoanCiobanescu ""Alo, my name is Red would you like to go out with me? Maybe grab a coffee? Smoke a cigarette together? I'd love to get to know you. =)
We can eat pork together!""
Gonna try this https://t.co/djUIf70se5"
2022-12-19,"My Name Is Red (English Edition) C6OFWBD

https://t.co/FeHH4wWCwZ https://t.co/FSj97sBqN9"
2022-12-19,@hannahforsyth 'My Name is Red' by Orhan Pamuk is one of my favourite novels of all time.
2022-12-18,"@FNobandegani #مجیدرضا_رهنورد 
#محسن_شکاری"
2022-12-18,#سینا_محمدرضایی
2022-12-18,"@allahbakhshii کاش یه نفر بود که مدام از تو بهم خبر میداد
چرا باید یه بچه ۱۹ ساله رو انقدر اذیت کنن
تا آزادیت عزیزم
#محمد_بروغنی"
2022-12-18,@IranIntl واقعا این حرومزاده ها خانواده هم دارن؟ مثلا شغل باباشون اینه که تجاوز میکنه تو زندانا؟؟؟
2022-12-18,@_my_name_is_red @shahragh313 خداروشکر🤣🖤❤️
2022-12-18,"@irinibus Orhan Pamuk, My Name Is Red (1998)."
2022-12-18,"@ilanaslightly @alyssaharad It's not Norwegian, but I'm enjoying Olga Tokarczuk's DRIVE YOUR PLOW OVER THE BONES OF THE DEAD. In terms of rich historical mysteries, MY NAME IS RED by Orhan Pamuk, THE CONFESSIONS OF FRANNIE LANGTON by Sara Collins, and THE SHADOW OF THE WIND by Carlos Ruiz Zafón are amazing."
2022-12-18,"@HengameShahidi من اول توییت رو خوندم بعد نگاه کردم ببینم کی همچین حرف احمقانه ای زده که دیدم شما گفتی
فکر هم میکنی موقع حرف زدن؟ یا نه هرچی بگن رو میگی"
2022-12-18,"@HosseinQashqaei #محمد_بروغنی  لحظه ای از فکرت در نمیام
به امید ازادیت"
2022-12-18,ザリガニの鳴くところの再読が終わったら My name is red（わたしの名は赤）を読む予定です。ずっと読みたいなと思いつつも「難しい」「一筋縄ではいかない」という感想ツイートを見かけて今までちょっと尻込みしていました。2022年の締めくくりに挑戦💖
2022-12-18,@wajeehaghafoor3 My name is red.
2022-12-18,@_my_name_is_red :))
2022-12-18,@1500tasvir_list امیدوارم خبر ازادی #الهام_مدرسی  رو هم امروز بشنویم
2022-12-18,"@siiamek عمرم ارامشم اینده ام ولی مهمترینش 
هموطنامو
#محسن_شکاری عزیزمو"
2022-12-17,Hello. My name is Red Hood. You misplaced my coffee. Prepare to be scared
2022-12-17,@SiggySwans my name is red
2022-12-17,"@aidaahadiany یاد رستگاری در شاوشنک افتادم
سمت ما همه زندگی و زیباییه"
2022-12-17,@alirezasayeh @shahragh313 سگ تو روحت 😂😂😂بعد از مدت ها با صدای خیلی بلند خندیدم
2022-12-17,@fanii6226 @Sonofthebeach33 چون این کار خیلی امنیتی خطرناک و پر ریسکه و افراد کمی حاضرن بیان
2022-12-17,@IAM4ryn گور بابای ناراضی
2022-12-17,"@tanha9203 @farzinkadkhodae فکر کنم شما هنوز متوجه ج.ا نشدی
وکیل و قانون و اینا اینجا معنا نداره
وگرنه اوضاع مملکت ما این بود؟"
2022-12-17,3 of 5 stars to My Name Is Red by Orhan Pamuk https://t.co/46qOx3eecW
2022-12-17,@_my_name_is_red اینجا دیدم کسایی هستن که کمک میکنن وقتی اسامی دربیاد و شناخته بشن احتمالش بیشتره کسانی پیش قدم بشن تو همه شهرا حتما از این دست خونواده‌ها زیادن
2022-12-17,"@mah_e_simin ما واقعا الان به یه ادم مورد اعتماد نیاز داریم تا بتونیم از طریق اون به اینجور خانواده ها کمک کنیم
ای کاش یه نفر پا پیش بذاره
#آرش_رضایی"
2022-12-17,@_my_name_is_red @MKI1353 @allahbakhshii @Mahtab_ghorbani @MDiedenhofen دستت درد نکنه
2022-12-16,@CommonTransWs hi my name is red i love men and drawing them and i draw and make music sometimes https://t.co/AnvdgDWddC
2022-12-16,@_my_name_is_red @1500tasvir حتی توان فکر کردنشم ندارم
2022-12-16,@tuck__v2 MY DREAM JOB = BABY PIG SNORTLING AND EATING BUGS &amp; ROLLING AROUND IN THE MUD. THEN WHEN IM OLDER I BECOME A BOAR AND GET AGGRO'D BY EVERYTHING LIKE MY NAME IS RED IN AN MMO. 🐗 OIIIIINK
2022-12-16,"@Mwlinash براش تصویرسازی میکنم
از چیزای کوچیک و قشنگی که دوست داره میگم
و بهش قول میدم کنارش باشم تا از پس شرایط سختش بربیاد"
2022-12-16,@_my_name_is_red امیدورام مؤثر باشه، اینها خیلی سن‌شون کمه، گناه دارن😔
2022-12-16,"@_my_name_is_red تمام میشه.
بالاخره تمام میشه.."
2022-12-16,@YouTdii امروز بقدری توییتای احمقانه ی عرزشیارو دیدم که دیگه کشش ندارم
2022-12-16,@greennnnlife @MatinaYansary @SirAleQthegreat شما این امارو از کجا اوردی؟ بشخصه  دیگه کمتر کسی میبینم که خودش رو مسلمان بدونه
2022-12-16,@_my_name_is_red @Ramin1safarnia دروغه
2022-12-16,"@HosseinQashqaei ما اینجا هزاربار مردیم و زنده شدیم وای به حال خودش و خانواده اش
این بچه فقط ۱۹ سالشه حرومزاده ها
#محمد_بروغنی"
2022-12-16,"@taxiporshode پس باید ادامه بدیم 
کی بشه این روزهای سگی تموم بشه و یه پایان خوش برسه"
2022-12-16,@dehkhodaaa کفیل داره ولی نمیدونم چقدر میتونه موثر باشه
2022-12-16,"@taxiporshode یک هفته اس و  هر لحظه اش عذاب بوده برای من
#محمد_بروغنی"
2022-12-16,"@_my_name_is_red بعد از هم‌صدایی‌مون منتقل شده بیمارستان.
هرچند مجدد درمانش ناقص مونده اما مجبورشون کردیم و شد."
2022-12-16,"@darushmemar خواهش میکنم امشب صدای #محمد_بروغنی باشیم
هنوز در انفرادیه و جانش در خطره"
2022-12-16,"@Sara7mpj کلا دخترارو اینجوری میکشن براشون کم هزینه اس خیلی
پسرارو اعدام میکنن و زیر شکنجه میکشن
چه رافت اسلامی زیبایی"
2022-12-16,"@taxiporshode امشب صدای #محمد_بروغنی باشیم
جان عزیز محمد در خطره"
2022-12-16,@taxiporshode اقا #یاشار_توحیدی در چه وضعیتیه؟ من همه جارو زیر و رو کردم نتونستم خبری پیدا کنم و خیلی در عذاب بودم
2022-12-16,"@1500tasvir این ترسناکترین چیزیه که میتونم بشنوم
در انفرادی و جانش در خطر
#محمد_بروغنی"
2022-12-16,"@Morteza_Sorkh1 پیرشون کردن زندگیشونو نابود کردن
لعنت بهتون ..."
2022-12-16,@Namotavari بله
2022-12-16,@albertingomshod @_my_name_is_red 😂
2022-12-16,@fatemehnili1357 @___callmecrazy @mahsa_nkv خانم نیلی شما الان هیچ خبری از #محمد_بروغنی دارین؟ اینکه هیچ اطلاعی از وضعیتش نیست خیلی نگران کننده اس
2022-12-16,@MKI1353 @allahbakhshii @Mahtab_ghorbani @MDiedenhofen ایشون یکی از کفیل هاشونه
2022-12-16,"@xenon_vpn @_my_name_is_red مرسی
چهل گیگ شوخیه واسم :)))"
2022-12-16,"@albertingomshod @_my_name_is_red ۳۵ هزار اشتراک ماهیانه .
۴۰ گیگ حجم."
2022-12-16,@xenon_vpn @_my_name_is_red چند ؟
2022-12-16,"@_my_name_is_red @albertingomshod از ما با یه مبلغ ناچیز فیلترشکن بگیر 
سرعت بالا و بدون قطعی رو تجربه کن.
تازه ضمانت بازگشت وجه هم داریم."
2022-12-16,@1500tasvir چه روزی منتقل شدن؟ دقیقا مشخصه چه کسایی هستن؟
2022-12-16,"@albertingomshod فیلتر شکن...
منم دیشب به سختی تونستم وصل بشم"
2022-12-16,"@justchangingun خبر خوب امروزمون
کاش یه نفر از وضعیت #محمد_بروغنی هم اطلاع رسانی میکرد از چهارشنبه تا الان دیگه هیچ خبری نیست و نگرانشم"
2022-12-16,"@Hamid_e_Hamoon @justchangingun بله از وکیلشون نوشتن البته نوشتن پرهام در اخرین تماس تلفنی با پدرش گفته بهش گفتن اتهام محاربه از پرونده اش برداشته شده
بهرحال بنظر میرسه خطر بزرگ در مورد پرهام رفع شده"
2022-12-16,@IranIntl باشه حالا جر نخوری
2022-12-16,"“Dogs do speak, but only to those who know how to listen.”– Orhan Pamuk (author, My Name Is Red)"
2022-12-16,"@kheyzaran توروخدا بگین دارن مسخره بازی درمیارن
مگه میشه تا این حد احمق؟؟؟ 😂😂"
2022-12-16,"@Ramin1safarnia واای قلبممم چقدر خوشحالم 
به امیدی ازادی زودهنگامش"
2022-12-16,"تو اگه منو بکشی من یادم نمیاد که مردم
#بکتاش_آبتین"
2022-12-16,@sunn_96 منم این مشکلو داشتم ولی الان رفع شد دیگه
2022-12-16,@_my_name_is_red @arixolin مرسی. بلاخره یکی جوابمو داد. فدات #نه_به_اعدام #stopExecutionsInIran
2022-12-16,@_my_name_is_red @arixolin @aghaayekaaf مرسی عزیزم. الان میرم میخونم. #stopExecutionsInIran
2022-12-15,@_my_name_is_red دمشون گرم واقعا تو این فضای پر‌ از شایعه و فیک نیوز فقط بچه های ۱۵۰۰ دارن کار اصولی و درست میکنن
2022-12-15,"@Aida_Gh @arixolin فکر میکنم تو اکانت تاواریش کامل متوجه بشی
موفق باشی"
2022-12-15,@Aida_Gh @arixolin @aghaayekaaf ایشون توضیح داده تو اکانتشون
2022-12-15,"@AnonBabeeee فوق العاده باهوش و با شرافتن
وقت و انرژی که میذارن واقعا از تصور خارجه"
2022-12-15,"@mathewdotnet بین شادی های خبرهای ازادی حواسمون به این بچه ها هم باشه
#سهند_نور_محمدزاده 
#محمد_بروغنی"
2022-12-15,دوستانی که میتونین این روایت رو برای کفیل #محمد_بروغنی یعنی @MDiedenhofen ترجمه کنین لطفا
2022-12-15,"@ErfanNajafabadi @ElisabethWinke4 @FranckenTheo حتی نمیتونم تصور کنم که چه شرایط سختی رو دارین میگذرونین مطمئنم این شبهای سخت میگذره و روزهای خوب از راه میرسه
این کفیل ها قطعا اثرگذارن
به امید آزادی و خبرهای خوب
#اشراق_نجف_آبادی"
2022-12-15,@_my_name_is_red @masoudkazemi81 مارتین دیدن‌هوفن، یک نماینده جوان دیگر از حزب سوسیال دمکرات آلمان نیز اعلام کرده است که در چارچوب به عهده گرفتن کفالت سیاسی برای #محمد_بروغنی، همه اقدامات و تلاش‌ها را برای ممانعت از تهدید مجازات مرگ علیه او به کار خواهد گرفت.
2022-12-15,"@1500tasvir #سهند_نور_محمدزاده
@borhanimohsen1  اقای برهانی ما برای این جان های عزیز این پاره های تنمون چه کنیم که بخاطر سطل اشغال نکشنشون؟؟"
2022-12-15,@_my_name_is_red @shimababaeii @MDiedenhofen خیلی گشتم هیچ جا پیدا نکردم جیگرم داشت می‌سوخت از غریبیش. مرسی که گفتی✌️💚به زودی خبر آزادی همشون رو بشنویم.
2022-12-15,"@shimababaeii این بچه فقط ۱۹ سالشه
دیروز گفتن منتقل شده انفرادی و دیگه هیچ خبری ازش نیست
به شدت نگرانشیم
#محمد_بروغنی"
2022-12-15,@AppetiiiteBon @shimababaeii @MDiedenhofen کفیل محمد ایشونه
2022-12-15,"@IranIntl اصلا چرا باید یه بچه رو بابت یه درگیری ساده اعدام کنن
#محمد_بروغنی"
2022-12-15,@_my_name_is_red @1500tasvir @MDiedenhofen چشم حتما
2022-12-15,@iam_paaaapillon کلا تو اینستا باید خیلی بیشتر فعالیت کرد و دقیقا از طرف بچه هایی باشه که ایران نیستن
2022-12-15,"@karo0028 بعید میدونم حکمش اعدام باشه
چون فکر نمیکنم محکوم های به اعدام رو با وثیقه هم الان ازاد کنن
دیروز خبر حکم اعدامش رو چندجا دیدیم ولی الان چک کردم دیدم یه تعدادی پاک کردن اون خبر رو
به امید ازادی و سلامتی همه بچه هامون"
2022-12-15,"@mansurehhossai2 #محمد_مهدی_کرمی 
#محمد_بروغنی 
#سهند_نورمحمدزاده 
واقعا کلافه ام از اینکه چرا هیچ خبری نمیتونیم از این بچه ها داشته باشیم
هرشب با نگرانی هر صبح با استرس سر میشه"
2022-12-15,@shahriyar_shams از پنج روز پیش تا حالا هیچ خبری ازت نیست و نگرانتم
2022-12-15,"@elham61417665 وای قربونت برم من پسرک قشنگمون با اون سگ نازت
بمونی برامون بچه
ارزو میکنم در ایران ازاد و زیبا زندگی کنی که شماها لایق بهترین ها هستین"
2022-12-15,@masoudkazemi81 الان کسی خبری داره ازش؟ من با هزار بدبختی وصل شدم ببینم تو چه شرایطیه الان
2022-12-15,@_my_name_is_red @AmirMiresmaeili میرسلیم!! زیبا جادار مطمئن!!!!!
2022-12-15,@mhlii3 با کسی دوست نمیشیم و اطلاعات به هیچ کس نمیدیم
2022-12-15,@Hani_M_110 @khaharmiane بنظر میاد دنبال پرونده سازین بیشتر با این تماس
2022-12-15,@sunn_96 @ravaadaar وای نه نمیخوام باور کنم
2022-12-15,@Nilmah95 @_my_name_is_red @AmirMiresmaeili 😂
2022-12-15,@hassan_taba2510 @_my_name_is_red @AmirMiresmaeili کص نگو مومن
2022-12-15,"@shokrani_maryam من هم همینطور از دیروز تا الان همش دنبال این خبرم
و خیلی امیدوارم که لغو بشه حکمش"
2022-12-15,@nrgesssshastm @_my_name_is_red @AmirMiresmaeili اییییی کونت نجس شده حیف اون کون برو دستشویی برینشون
2022-12-15,@hediekimiaee ما هم میدونیم که سالهاست این کارو میکنین و واسه همین میخوایم بساط کثافتکاری هاتونو جمع کنیم
2022-12-15,"Welcome, My name is Red Willow, and im a self thought 3D Artist that likes to do Fortnite Renders, Not only am i going to be posting renders but also animations.
#fortnitewinterfest #fortnite #FortniteArt #FortniteCommunity #FortniteChapter4 #FortniteSTW #Dennis #blender #render https://t.co/xO708v5O4c"
2022-12-15,"@elham61417665 ازاد شد
چشمتون روشن
خیلی خوشحالیم خیلییی
#امیرحسین_رحیمی"
2022-12-15,@M0iraR0se کدوم شهر هستن؟
2022-12-15,"@ErfanNajafabadi دنبال کفیل سیاسی باشین براشون
زیر پست افرادی که تریبون دارن تا میتونین براشون کامنت بذارین
#اشراق_نجف_آبادی"
2022-12-15,"@aghaayekaaf #ماكان_داورى 
خیلی فوری نیازه کسی کفالت ماکان رو به عهده بگیره"
2022-12-15,@nrgesssshastm @_my_name_is_red @AmirMiresmaeili جا داری هااا طرف بارکلا
2022-12-15,@_my_name_is_red @HassanRonaghi @MDiedenhofen الان زنگ‌میزنم‌ بگو شکیبایی کنه !
2022-12-15,"@_my_name_is_red @Tavaana جمهوری اسلامی تنها حکومتیه که قشر خرده فرهنگ لات و لوت‌ها تشکیل دادن. تفاوتی نمیکنه آخونده و غیرآخوندش. عمیق ترین لایهه فرهنگ این قشر همان فرهنگ چاله میدانی است که دولت‌دار شده‌اند.
پس هیچ چیزی ازین‌ها تعجبی برای من ندارد. قابل انتظار است."
2022-12-14,@_my_name_is_red @AmirMiresmaeili تو کون من
2022-12-14,"@Morteza_Sorkh1 @MDiedenhofen
برای کفیل سیاسی اش هم کامنت بذارین
#محمد_بروغنی"
2022-12-14,"@gh0lch0magh @MDiedenhofen
کفیل سیاسی #محمد_بروغنی
براش کامنت بذارین"
2022-12-14,@_my_name_is_red @1500tasvir #MohammedBoroghani
2022-12-14,"@1500tasvir #محمد_بروغنی
فقط یه اسم نیستا یه زندگیه 
برادرمونه
صدای محمد عزیزمون باشیم"
2022-12-14,@Notfound708 @1500tasvir @MDiedenhofen  کفیل سیاسیش
2022-12-14,"@1500tasvir به کفیل سیاسیش پیام بدین بچه ها
تا میتونین کامنت بذارین
#محمد_بروغنی 
@MDiedenhofen"
2022-12-14,"@IranIntl جان #محمد_بروغنی به شدت در خطره
به کفیل سیاسیش پیام بدین
@MDiedenhofen"
2022-12-14,"@fahimeh_zdf دوست عزیزم بخاطر امنیتت این توییت رو پاک کن
تو رسما داری تمام اطلاعات خودتو رو میکنی
امیدوارم موفق بشی
ولی فعلا امنیت و سلامتیت خیلی مهمتره"
2022-12-14,@AmirMiresmaeili اون عرزشیا که کلی توییت واسه زمستان سخت اروپا زدن الان تو کون کین؟؟
2022-12-14,@Sonofthebeach33 @MDiedenhofen
2022-12-14,"@Morteza_Sorkh1 این بچه فقط ۱۹ سالشه
به چه گناهی؟
#محمد_بروغنی"
2022-12-14,"@Morteza_Sorkh1 @MDiedenhofen به کفیل سیاسی محمد پیام بدین تا میتونین اسمشو تکرار کنین
#محمد_بروغنی"
2022-12-14,@_my_name_is_red همه امیدمو بستم به همونا
2022-12-14,برای هموطنای بلوچمون باید دنبال کفیل سیاسی باشیم کسایی که میتونن کمک کنن
2022-12-14,"@HassanRonaghi جان #محمد_بروغنی به شدت در خطره
 @MDiedenhofen
به کفیل سیاسیش پیام بدین"
2022-12-14,"@masoudkazemi81 @MDiedenhofen کفیل سیاسی محمد هست
نمیدونم چقدر میتونه تاثیرگذار باشه 
#محمد_بروغنی"
2022-12-14,"@szamanzadeh @MDiedenhofen به کفیل سیاسیش پیام بدین
شاید تاثبر داشته باشه"
2022-12-14,@gh0lch0magh از #محمد_بروغنی بنویسین جانش به شدت در خطره
2022-12-14,"@0remembering1 من موافقم صدای اذان هیچوقت نباید به خانه های اطراف برسه
اذان باشه داخل همان مسجد برای کسایی که میخوان
ما از اذان به خصوص هنگام صبح متنفریم"
2022-12-14,"@albertingomshod من هم همینطور واقعا از توان من خارجه
ولی این کفیل های سیاسی بی اثر نیستن بنظر میاد از هیچی حداقل خیلی بهتره 
الان ولی جان #محمد_بروغنی به شدت در خطره"
2022-12-14,@samrajabii سام از #محمد_بروغنی بنویس به بند ۳۰۹ رجایی شهر منتقل شده و احتمال اجرای حکمش خیلی زیاده
2022-12-14,@_my_name_is_red همین الان دیدمش🤦🏼‍♂️🤦🏼‍♂️
2022-12-14,"@aliyeganeh62 @seseeeo @IranIntl چون واقعا بی سوادی هیچ تحلیلی نخوندی میگی کل دنیا خشکسالیه اصلا نمیدنی تکنولوژی چیه و چطور میشه باهاش کشورو از این بحران ها نجات داد
جو میدم؟؟ مملکت دست اخونده بدبخت نکنه حتی نمیدونی کی داره اداره میکنه؟
برو تو همون دنیای کوچیک خودت همین جمهوری اسلامی خوب جاییه واست لیاقتت همینه"
2022-12-14,"@MDiedenhofen His life is extremely in danger
#MohamadBroghani"
2022-12-14,@_my_name_is_red @seseeeo @IranIntl آخوند چیه بابا😂😂😂چرا جو میدی. کشوری در تحریم هستیم که ۲۰۰ شبکه شب و روز علیه ما تبلیغ میکنن.خشکسای رو‌کل دنیا داره مگه فقط ایرانه.همون کشورهایی که دایه دار ملت من شدن با تحریم پاسپورت مارو تحریم کردن.ما که از نظرشما بیسوادیم ولی شما بخون بیین چرا انقد ایران خار چشمشونه
2022-12-14,"@aliyeganeh62 @seseeeo @IranIntl یه روز خودت به همه این چیزا میرسی بذار زمان بگذره توام میفهمی بالاخره
ولی از دستاورد ایران فقط بی ارزشترین پول دنیا و بی ارزش ترین پاسپورت دنیارو داشته باش تا بعد
الودگی هوا و خشکسالی و سرطان و بقیه بدبختیارو خودت قطعت بهشون میرسی
برو بپر بغل اخوند"
2022-12-14,@_my_name_is_red @seseeeo @IranIntl فقط کفتی بدون غرض بزار منم یه چی بدون غرض بگم.اینکه اختلاص. دزدی. فقر اینا هست و منم اعتراض دارم حقم داری منم مشگل دارم با این وضع.ولی چرا بجای یه چیز مسغره مثل حجاب معترض شدیم اما بخاطر اختلاس نه؟؟یکی از دلایلش همین شبکه داعش نشناله.کتابو گفتی.دستاوردهای ایرانو چنتاشو بگو؟؟
2022-12-14,@seseeeo @_my_name_is_red @IranIntl ای جان.عمو جون برو به درست برس قوربونت برم. برو
2022-12-14,@_my_name_is_red @seseeeo @IranIntl به تمام کس و ناکسی که خودت میپرستی و اعتقاد داری ها تو وضعیت کشورو نمیفهمی اصلا وگرنه من با امثال همین چاقوکش بزرگ شدم.بچه فلاحم مثل تو توی یه کشور دیگه نشستم بگم لنگش کن.منبع بیست و سی باشه بهتر از این داعش نشاله که. امثال شمارو دیدم. زیاد. اویل سوریه مثل تو زیاد بود العان کجان؟
2022-12-14,"@1500tasvir هیچ خبر جدیدی از #محمد_بروغنی نیست؟
چه شبهای ترسناکی داریم میگذرونیم"
2022-12-14,"@aghaye_vangogh بدتر اینکه دو سه ساعت پیش خبر منتقل کردنش به جایی نامعلوم اومد و دیگه هیچ خبری نیست
و باز یه شب لعنتی در پیشه
لطفا تا میتونید اسمشو فریاد بزنین
#محمد_بروغنی"
2022-12-14,@kheyzaran همیشه باید ثابت کنن نهایت حماقت و خریتن
2022-12-14,"@Tavaana ما رسما با روانی ترین و خطرناک ترین ادمهای دنیا روبروییم
هنوز اسم کهریزک که میاد همه وجودم استرس میشه"
2022-12-14,@_my_name_is_red متاسفانه تو صنف ما بیشرف هم کم نیست، نمونه مطرب این مردک لوده رامبد زیاده
2022-12-14,"@yasafshin1989 قطعا همینطوره
ببینیم کی تو مسابقه کی از همه بی شرف تره رتبه اولو میاره"
2022-12-14,"@_my_name_is_red احتمالش زیاده، اما مهم هنرمند خودفروشیه که همکاری میکنه، مطلعم تا الان که کسی اعلام آمادگی نکرده
#مهساـامینی"
2022-12-14,"@yasafshin1989 کنسرت بذارن عرزشیا همه بلیطارو باید بخرن
مثل اعتصابات سراسری که شروع کرده بودن به خرید
مث این میمونه که بری حوزه علمیه کنسرت بذاری"
2022-12-14,"@xnglka my name is red. and my OCs are all shades of name 😂 scarlett, ruby, crimson and more"
2022-12-14,@aliyeganeh62 @_my_name_is_red @IranIntl خودت فهمیدی چی گفتی  با این ادبیات زیر دیپلمت.کسایی که بخوان بفهمن فهمیدن زور نزن
2022-12-14,@_my_name_is_red @HengawO به چنگیز مغول
2022-12-14,"@aliyeganeh62 @seseeeo @IranIntl ببین بدون غرض بهت میگم تو واقعا تو عمرت کتاب خوندی؟ سعی کردی خودت چیزی رو بفهمی؟ یا فقط منبعت ۲۰ و ۳۰ هست
کلا زندگی در عدم اگاهی خیلی شیرینه ولی وقتی واقعیت کشورتو ببینی دیگه نمیتونی اسوده زندگی کنی
از این کامنتت دلم برات سوخت چون حتی نفهمیدی چی میخوای بنویسی
نمیتونی سوادشو نداری"
2022-12-14,@_my_name_is_red @seseeeo @IranIntl شما خوبید. انسانهای فهمیده که معنی اذشون و ازشونو نمیتونی بفهمی.باشه ما زر نمیزنیم شما بزن جایزشو بگیر.جاهل گدا ما شمت خوشبخت عمو کلاهی.ولی خندیدن به آدم بیگناهو گفتی فهمیدم دوتاتون نه ایرانید نه فرق بیگناه و‌گناهکارو میدونی. به ععععنقلابتون برسید پیکنیکو خاموش میکنن بابا
2022-12-14,@seseeeo @aliyeganeh62 @IranIntl نه میدونم همشون همینقدر گاو و گدا گشنه ان حتی بلد نیست شبیه و ازشون رو درست بنویسه اومده زر میزنه
2022-12-14,@_my_name_is_red @aliyeganeh62 @IranIntl خوب شما فکر می کنین اینا کیا هستن پروفسرن یه عده جاهل گدا گشنه مذهبی رادیکال که فکر می کنن می رن بهشت
2022-12-14,@Morteza_Sorkh1 الان پرایوت نامبر خودشو جر میده بسکه بهش زنگ میزنه
2022-12-14,@seseeeo @aliyeganeh62 @IranIntl این اخه پولم در نمیاره این عقل پول دراوردنم نداره یه نگاه به اکانتش بندازی میفهمی یارو کلا تعطیله
2022-12-14,@_my_name_is_red @aliyeganeh62 @IranIntl جواب این الدنگ هاکه از این طریق پول در می یاره ندین
2022-12-14,@aliyeganeh62 @IranIntl بیسواد بدبخت از پشت کدوم کوه اومدی که هرچی تو گوشت بلغور کردن میای تکرار میکنی؟؟ با دلار ۴۰ تومنی ایشالا تو همون کصافطی که برات ساختن جون بدی که بفهمی خندیدن به قتل یه ادم بیگناه یعنی چه
2022-12-14,"@HengawO دیگه از چی میخواین بترسونینش؟ چه بلایی مونده که سر این مادر نیاورده باشین؟ شما حرومزاده ها نسلتون به کی میرسه که انقدر بیشرفین؟
#فرهاد_طەزادە 
#فرزاد_طەزادە"
2022-12-14,"@HosinSadeghi4 @BehkishM شرافت #آرش_صادقی بینظیره
به این روح بلند و شجاعتش غبطه میخورم
آرزو میکنم صحیح و سالم خیلی زود برگرده خونه"
2022-12-14,@_my_name_is_red @Morteza_Sorkh1 دقیقااا
2022-12-14,"@1500tasvir ماهان عزیز..تو باید قشنگترین زندگی رو داشته باشی
تو خود زندگی هستی
اشک شوق ریختم از این خبر
به امید ازادیت پسر
#ماهان_صدرات"
2022-12-14,"@Morteza_Sorkh1 هیچ خبری هم ازش نمیبینیم و واقعا نگران کننده اس
#سهند_نورمحمدزاده"
